1	1	7002.385123	1.653E-27	1.034E-01	.03350	.281	2740.42040	.48	-.026860													
1	2	7002.399210	8.460E-28	9.766E-01	.05400	.281	1835.48630	.48	-.009860													
1	3	7002.535960	1.089E-26	1.503E+00	.03960	.230	1209.81820	.61	-.014420													
1	3	7002.536750	3.620E-27	1.499E+00	.03820	.352	1209.81310	.61	-.009856													
1	3	7002.538449	5.457E-29	7.914E-04	.08300	.391	415.12800	.67	-.006900													
1	1	7002.588890	6.777E-25	1.320E-02	.04010	.255	1079.07920	.51	-.008316													
1	1	7002.723115	3.667E-28	5.800E-02	.03340	.298	2705.09620	.51	-.016412													
1	1	7002.727051	8.414E-28	4.860E-02	.06740	.371	2399.16530	.62	-.012840													
1	1	7002.747407	1.207E-29	2.432E-03	.02740	.265	3032.68970	.24	-.011904													
1	2	7002.748068	4.114E-28	3.680E+00	.08280	.430	2384.04200	.69	-.008960													
1	1	7002.749785	1.526E-29	3.543E-01	.08390	.391	3598.51560	.55	-.015560													
1	2	7002.757960	9.077E-25	1.069E+01	.05170	.315	1074.76330	.56	-.019400													
1	2	7002.822320	2.908E-25	1.033E+01	.04880	.315	1075.90930	.56	-.016920													
1	1	7002.975052	8.423E-28	1.046E-02	.03050	.250	2248.06320	.36	-.027260													
1	1	7003.031327	2.392E-29	1.162E+00	.08810	.391	3976.30810	.75	-.008720													
1	2	7003.041660	6.300E-26	4.549E-02	.08720	.440	445.15850	.62	-.006336													
1	1	7003.102342	1.861E-29	6.707E+00	.02890	.265	4557.54490	.39	-.026060													
1	1	7003.104520	2.340E-23	7.888E-01	.07820	.400	1122.70830	.57	-.015730													
1	1	7003.122188	6.581E-27	1.540E-04	.08600	.371	757.78010	.62	-.018780													
1	3	7003.159735	3.035E-29	1.592E+00	.06260	.352	2176.36010	.45	-.018080													
1	1	7003.270573	2.824E-28	5.490E-03	.03240	.235	2551.48220	.36	-.016464													
1	3	7003.271580	9.637E-27	2.006E+00	.03310	.371	1038.76510	.62	-.013020													
1	3	7003.272039	2.891E-26	2.006E+00	.04100	.190	1038.76460	.62	-.010844													
1	1	7003.345965	1.791E-29	4.565E-03	.05780	.371	2733.96260	.61	-.012500													
1	2	7003.396450	2.881E-25	1.080E+01	.02930	.268	1109.78660	.51	-.020280													
1	1	7003.440521	5.917E-27	6.780E-01	.06340	.352	2569.50780	.61	-.010496													
1	2	7003.457870	8.581E-25	1.073E+01	.03300	.322	1109.80220	.51	-.019940													
1	1	7003.462220	8.472E-25	2.442E-03	.07680	.371	552.91140	.62	-.006312													
1	1	7003.509738	4.282E-29	1.240E+01	.08750	.391	4076.14310	.67	-.013900													
1	1	7003.515104	1.534E-29	2.429E+00	.08110	.412	4126.46340	.69	-.007700													
1	3	7003.529660	5.119E-29	7.344E-01	.04490	.265	2270.19020	.39	0.001200													
1	2	7003.578293	1.916E-27	9.877E-01	.03400	.260	1688.28610	.48	-.019850													
1	2	7003.597202	1.722E-29	4.987E-01	.06930	.352	2429.13500	.60	-.018220													
1	3	7003.619486	6.872E-29	9.177E-03	.03220	.298	1290.85790	.48	-.000800													
1	2	7003.707455	2.326E-29	3.186E-01	.07630	.250	2622.00980	.24	-.030560													
1	1	7003.731600	1.210E-22	2.394E-01	.09400	.450	382.51690	.69	-.010750													
1	1	7003.777262	1.173E-29	1.518E+00	.08930	.434	3858.87550	.82	-.008460													
1	1	7003.815433	1.963E-27	1.357E-01	.05820	.250	2586.52880	.24	-.004440													
1	1	7003.839500	2.905E-25	8.338E-01	.05630	.380	2124.95000	.39	-.011420													
1	1	7003.851637	1.476E-26	2.831E-01	.06290	.371	2398.38160	.62	-.013416													
1	1	7003.884594	1.359E-26	4.920E-01	.04270	.265	2437.50120	.39	-.022072													
1	3	7003.886000	5.212E-27	2.492E+00	.04210	.352	1209.81310	.61	-.020140													
1	3	7003.887190	1.564E-26	2.492E+00	.04790	.300	1209.81820	.61	-.017820													
1	1	7003.900086	5.402E-28	3.900E-03	.05640	.265	2105.86670	.39	0.006704													
1	3	7003.914056	7.142E-27	2.611E-02	.08450	.457	398.87930	.67	-.002080													
1	3	7003.966486	9.648E-29	1.684E+00	.06020	.352	2175.96830	.61	0.000600													
1	3	7003.989282	7.598E-28	4.482E-01	.03300	.298	1577.74800	.51	-.006200													
1	1	7004.090098	1.005E-28	1.153E-02	.00740	.195	2981.35740	.41	-.018864													
1	1	7004.105205	6.086E-29	9.535E-01	.04770	.281	3650.50830	.48	-.022220													
1	2	7004.145413	8.310E-29	1.046E-03	.07930	.371	1033.19400	.62	-.016680													
1	1	7004.154501	2.531E-27	1.042E-02	.03600	.250	2246.88380	.36	-.020260													
1	1	7004.227140	2.723E-22	6.114E-01	.08810	.514	275.49710	.67	-.003450													
1	1	7004.238174	1.010E-28	2.145E-03	.02080	.221	2358.30050	.36	-.025664													
1	1	7004.259000	3.349E-29	1.151E-02	.00750	.195	2981.16990	.41	-.018564													
1	1	7004.267850	2.606E-24	6.952E-02	.05230	.200	1045.05770	.54	-.011680													
1	1	7004.272984	3.753E-29	3.308E+00	.07410	.352	4188.39400	.57	-.006544													
1	1	7004.289904	4.449E-29	2.341E-04	.09490	.412	2004.81570	.75	-.009940													
1	1	7004.335320	1.930E-25	1.733E+00	.07180	.371	2271.71190	.61	-.011652													
1	2	7004.343250	2.633E-28	2.500E-02	.04110	.281	1321.46000	.48	0.000000													
1	1	7004.347037	1.081E-29	3.404E+00	.08100	.315	4493.80420	.51	-.015628													
1	4	7004.383640	8.835E-26	3.339E+00	.05730	.328	615.96880	.69	0.000000													
1	1	7004.433600	8.068E-25	6.457E-02	.05190	.371	1045.05830	.62	-.008000													
1	1	7004.464344	3.840E-29	2.406E-01	.10090	.434	3392.74930	.71	-.013820													
1	1	7004.524439	9.435E-27	5.064E-01	.04840	.315	2688.07960	.56	-.012740													
1	1	7004.594262	4.157E-28	1.152E+01	.09930	.480	3698.48780	.69	-.010540													
1	1	7004.627423	1.213E-28	1.175E+01	.08460	.391	4076.89550	.67	-.012680													
1	1	7004.657429	4.027E-29	2.118E+00	.08470	.412	3951.31450	.69	-.004940													
1	3	7004.676248	5.460E-29	6.856E-01	.05030	.281	1980.82350	.48	-.007100													
1	2	7004.738896	1.538E-29	7.563E-01	.07580	.333	2586.63350	.56	0.001628													
1	1	7004.755080	1.396E-23	6.764E-03	.10080	.470	23.79440	.69	0.006570													
1	1	7004.776372	1.559E-26	1.153E-01	.03780	.298	2054.36820	.51	-.019524													
1	1	7004.799941	4.676E-26	1.153E-01	.03780	.298	2054.34470	.51	-.019380													
1	3	7004.817527	4.405E-27	7.600E-01	.06230	.315	1281.31870	.56	-.000800													
1	1	7004.851980	3.789E-28	2.388E-01	.06110	.333	2920.13210	.58	-.014140													
1	3	7004.884650	2.118E-27	3.942E-02	.07900	.430	541.99680	.62	-.004760													
1	1	7004.963491	7.225E-26	8.757E-03	.06540	.333	1411.61130	.57	-.016620													
1	1	7004.968690	4.326E-27	3.232E-01	.06400	.250	2586.52880	.24	-.017900													
1	1	7004.973680	9.924E-25	1.692E+00	.06600	.400	1998.99480	.48	-.020340													
1	2	7005.059624	2.779E-28	5.812E-01	.05400	.281	1976.29700	.48	-.024320													
1	1	7005.142351	1.867E-26	3.661E-05	.08630	.434	206.30140	.69	-.004852													
1	1	7005.197502	1.856E-29	1.783E+01	.01500	.298	4497.19190	.51	-.021520													
1	1	7005.197503	5.568E-29	1.783E+01	.01620	.298	4497.19190	.51	-.022560													
1	2	7005.215188	1.711E-28	5.491E+00	.07000	.371	2386.36600	.62	-.012000													
1	2	7005.295350	1.302E-26	8.460E-03	.09960	.430	69.92740	.71	0.000116													
1	1	7005.366401	5.675E-28	2.057E+00	.01090	.235	3655.48340	.36	-.022448													
1	1	7005.371451	3.186E-27	3.545E-02	.06760	.391	2251.86230	.67	-.012628													
1	1	7005.371962	1.391E-28	5.766E-02	.03950	.298	2903.14550	.51	-.011584													
1	3	7005.426052	1.628E-29	6.749E-03	.05400	.352	1209.84070	.61	0.001300													
1	1	7005.447800	1.307E-24	6.100E-01	.03440	.245	1525.13500	.48	-.015150													
1	1	7005.454513	3.372E-28	4.152E-04	.06430	.298	1724.70470	.48	-.020348													
1	1	7005.518682	1.863E-27	1.288E-03	.06440	.281	1813.22270	.48	-.002272													
1	1	7005.525020	1.136E-27	3.789E-02	.06580	.391	2251.69530	.67	-.013284													
1	1	7005.649691	6.091E-29	2.239E+00	.08990	.412	3877.57470	.56	-.005340													
1	1	7005.670590	3.542E-25	4.544E-02	.04520	.286	1446.12790	.51	-.015856													
1	1	7005.748470	3.772E-24	5.861E-01	.03500	.240	1524.84730	.48	-.017570													
1	3	7005.856106	1.464E-29	2.225E-04	.08170	.352	781.40860	.57	0.002100													
1	2	7005.861848	5.128E-28	5.464E+00	.06600	.371	2385.51370	.62	-.013600													
1	2	7005.927446	5.182E-29	2.880E-03	.05900	.315	1211.18540	.51	-.026016													
1	3	7005.937252	1.415E-28	9.818E-01	.04450	.265	2120.60010	.39	-.001800													
1	2	7005.952620	1.866E-26	1.799E-01	.07700	.371	752.18740	.62	-.020180													
1	1	7006.009370	1.452E-24	1.685E-01	.06640	.298	1446.12790	.51	-.013656													
1	3	7006.025056	7.751E-29	1.214E-04	.09640	.502	224.30420	.67	-.002376													
1	1	7006.079804	1.552E-26	1.295E-03	.07780	.333	1131.77550	.56	-.013780													
1	1	7006.096749	4.487E-24	8.589E-02	.07050	.333	1006.11570	.57	-.018040													
1	1	7006.126800	7.181E-22	6.068E-01	.08100	.457	300.36230	.67	-.007500													
1	1	7006.128176	1.019E-26	3.307E-04	.04710	.371	888.63260	.61	-.016084													
1	1	7006.134185	1.295E-28	1.272E+01	.09360	.412	4027.80270	.69	-.007280													
1	1	7006.135010	8.795E-24	2.047E-02	.09200	.440	508.81200	.70	-.016780													
1	3	7006.159252	2.285E-29	3.566E-01	.04490	.265	2270.19020	.39	0.001200													
1	1	7006.165042	3.048E-26	3.295E-04	.04770	.371	888.59860	.61	-.013076													
1	1	7006.199572	1.934E-28	2.104E+00	.01290	.235	3655.48340	.36	-.018132													
1	2	7006.241625	1.381E-29	2.761E-04	.07580	.333	980.22220	.56	0.001628													
1	2	7006.361735	4.991E-28	7.179E-01	.09840	.470	1811.29080	.64	-.012820													
1	1	7006.364050	8.028E-24	4.550E-01	.08040	.396	1255.16660	.57	-.017260													
1	1	7006.619811	3.167E-29	2.612E-04	.08920	.391	1922.82900	.67	-.004792													
1	3	7006.628694	1.021E-29	2.845E-01	.09900	.412	1918.65770	.69	-.012120													
1	2	7006.755333	1.054E-29	1.885E+00	.03360	.298	2891.41530	.48	0.000900													
1	1	7006.767990	9.682E-26	2.559E-01	.06290	.265	2124.95000	.39	-.012888													
1	2	7006.897130	6.989E-25	1.844E+00	.05200	.360	740.99860	.15	-.018350													
1	1	7006.917502	1.829E-27	1.155E-03	.06290	.281	1813.22270	.48	0.002636													
1	1	7006.923469	1.482E-27	1.264E-03	.05330	.298	1874.97270	.48	-.008032													
1	1	7007.026678	5.465E-28	2.202E-03	.08220	.371	2042.75330	.62	-.005068													
1	1	7007.035750	7.867E-23	8.324E+00	.07250	.320	1131.77550	.57	-.009580													
1	1	7007.067590	5.083E-24	3.307E-01	.04470	.300	1080.38530	.62	-.016460													
1	3	7007.084434	1.806E-27	1.328E-02	.08960	.400	275.13050	.69	-.002180													
1	3	7007.098210	8.992E-26	1.430E+00	.08600	.430	382.17590	.69	-.008910													
1	3	7007.113850	3.631E-26	2.040E-01	.09550	.500	445.79340	.67	-.013940													
1	2	7007.141790	2.305E-25	1.824E+00	.05200	.382	740.91230	.57	-.017810													
1	1	7007.164521	1.002E-27	4.359E-03	.09510	.434	1739.48360	.71	-.005432													
1	1	7007.201061	1.345E-27	3.449E-03	.05220	.298	1875.46130	.48	-.018860													
1	2	7007.248566	4.892E-27	3.169E-02	.07200	.353	925.69970	.61	-.005610													
1	1	7007.254615	1.023E-26	3.466E-01	.06660	.352	2318.53980	.51	-.013280													
1	1	7007.275500	1.973E-29	9.983E+00	.00660	.235	4431.55860	.36	-.003000													
1	2	7007.276290	8.794E-25	8.242E+00	.06600	.408	1001.70570	.57	-.008800													
1	1	7007.281457	5.919E-29	9.983E+00	.01750	.235	4431.63570	.36	-.027460													
1	1	7007.306763	1.063E-29	2.389E+00	.08050	.391	4065.13160	.67	-.004100													
1	1	7007.319860	9.521E-25	3.361E-01	.05450	.322	1631.38310	.63	-.009240													
1	1	7007.371860	2.565E-29	1.514E+00	.05560	.391	4050.51220	.62	-.006532													
1	1	7007.385263	1.846E-29	4.421E-01	.08630	.371	3864.96560	.62	-.014580													
1	3	7007.390156	3.108E-28	5.362E-02	.06140	.330	1078.02030	.56	-.017764													
1	2	7007.392875	3.174E-29	1.902E+00	.02970	.298	2892.49240	.48	-.015116													
1	1	7007.393872	9.020E-28	2.393E-05	.08640	.391	742.07300	.67	-.018720													
1	1	7007.397380	1.089E-25	2.033E+00	.08460	.352	2392.59230	.61	-.007840													
1	3	7007.414291	1.114E-29	3.159E-01	.07420	.352	2305.03710	.61	0.005300													
1	2	7007.435290	1.906E-25	4.068E-01	.10000	.440	314.45940	.69	-.005820													
1	1	7007.438256	1.922E-27	2.307E-03	.03450	.265	1962.50620	.39	-.009888													
1	3	7007.469200	2.618E-29	1.047E-02	.03360	.298	1290.28750	.48	0.000900													
1	1	7007.486060	2.293E-26	1.015E-02	.07620	.320	1474.98030	.56	-.018160													
1	3	7007.542226	1.692E-29	1.240E+00	.06770	.391	2244.96850	.62	-.002500													
1	2	7007.545012	1.270E-29	1.136E+00	.08100	.333	2661.00390	.57	-.009560													
1	1	7007.594599	5.186E-29	1.127E+00	.09990	.456	3317.21020	.62	-.012540													
1	1	7007.605430	1.259E-25	9.830E+00	.06490	.280	2490.35400	.57	-.016000													
1	2	7007.607928	5.412E-28	8.795E-01	.04530	.281	2131.56640	.48	-.026200													
1	1	7007.612855	4.149E-29	2.816E+00	.09980	.456	3725.94210	.53	-.003480													
1	1	7007.729745	1.375E-26	3.930E-03	.05050	.315	1631.38310	.51	-.012920													
1	1	7007.779804	3.400E-26	8.934E-01	.08060	.352	2462.87520	.61	-.014444													
1	2	7007.792070	3.478E-25	8.811E+00	.08150	.450	980.22220	.57	-.008770													
1	1	7007.842768	2.926E-29	2.697E+00	.02800	.315	3994.25980	.56	-.013200													
1	1	7007.842864	8.777E-29	2.697E+00	.02800	.315	3994.25980	.56	-.013260													
1	1	7007.873790	1.319E-28	2.725E-03	.04090	.281	2321.81180	.39	-.020560													
1	3	7007.886225	1.360E-29	2.583E-04	.09230	.391	737.62380	.67	-.019440													
1	3	7007.903669	5.055E-29	1.236E+00	.07290	.391	2245.14360	.62	-.003400													
1	1	7007.970460	1.960E-26	1.026E-02	.03750	.265	1774.75020	.39	-.015964													
1	2	7007.997592	4.470E-27	6.124E-02	.05950	.333	879.49480	.57	-.002792													
1	1	7008.048478	8.149E-26	1.522E+00	.08680	.352	2392.59230	.64	-.005845													
1	3	7008.049881	7.358E-29	2.770E-02	.02800	.352	1386.44100	.61	-.001100													
1	3	7008.050811	2.452E-29	2.769E-02	.04350	.352	1386.44100	.61	0.001200													
1	1	7008.078880	3.631E-25	9.675E+00	.05800	.300	2495.16580	.57	-.014960													
1	1	7008.116921	5.588E-28	5.595E-03	.05010	.250	2414.72190	.24	0.010504													
1	2	7008.122410	3.535E-25	4.864E+00	.05900	.310	1051.20300	.61	-.011590													
1	1	7008.153644	1.667E-27	1.139E-03	.04230	.315	1810.58760	.51	-.010464													
1	3	7008.246810	3.399E-26	1.419E+00	.08110	.411	708.01630	.58	-.016940													
1	2	7008.251091	1.357E-29	2.508E-01	.08450	.371	2272.64600	.62	-.007904													
1	2	7008.265616	2.662E-27	2.885E-01	.05120	.298	1574.44970	.51	-.011508													
1	2	7008.307620	1.178E-25	4.858E+00	.05660	.300	1050.99010	.61	-.010850													
1	1	7008.315400	1.553E-23	3.348E-01	.05050	.327	1079.07920	.56	-.011780													
1	2	7008.326971	5.819E-29	6.508E-01	.05610	.333	2484.87740	.57	-.015620													
1	1	7008.344167	2.105E-28	3.664E-01	.01070	.195	3291.14870	.41	-.025260													
1	1	7008.346357	6.319E-28	3.666E-01	.01000	.195	3291.14700	.41	-.024360													
1	1	7008.380888	9.666E-29	3.411E+00	.06900	.391	3868.98680	.67	-.014320													
1	1	7008.385919	5.908E-28	2.474E-01	.01690	.208	3211.21120	.38	-.026760													
1	1	7008.400200	8.310E-23	2.366E-01	.09330	.470	508.81200	.67	-.011040													
1	2	7008.412077	4.394E-28	1.872E-03	.07630	.336	583.98640	.61	-.005036													
1	1	7008.414069	5.331E-28	1.092E-03	.04210	.315	1810.58300	.51	-.010844													
1	1	7008.440790	3.832E-24	3.659E-03	.08960	.440	325.34790	.67	-.003500													
1	1	7008.471594	3.221E-29	3.409E+00	.06650	.391	3868.87280	.67	-.016780													
1	2	7008.489891	1.516E-27	2.193E-02	.06080	.333	1116.63610	.57	-.014284													
1	1	7008.683910	2.905E-25	3.075E-01	.04930	.295	1631.24520	.50	-.015040													
1	1	7008.689026	1.231E-28	3.543E-02	.04690	.298	3072.72580	.48	-.019840													
1	1	7008.711392	8.317E-29	7.911E+00	.02670	.281	4265.97560	.48	-.017436													
1	1	7008.712037	2.771E-29	7.908E+00	.02670	.281	4265.97360	.48	-.017392													
1	1	7008.723423	2.050E-29	1.155E-02	.00650	.183	3319.44580	.41	-.018464													
1	1	7008.737490	1.622E-24	5.433E-01	.05180	.327	1437.96780	.65	-.014880													
1	2	7008.796822	5.801E-27	9.798E-01	.04300	.264	1684.43910	.48	-.008860													
1	2	7008.836210	1.290E-24	1.258E+00	.08700	.450	379.29150	.74	-.009920													
1	1	7008.873531	8.795E-26	1.187E+00	.09050	.360	2024.15230	.67	-.010060													
1	3	7008.875360	2.240E-27	2.820E-02	.05550	.333	742.49070	.57	-.013988													
1	1	7008.940499	2.119E-28	2.661E-01	.01600	.208	3211.05470	.38	-.025360													
1	2	7008.952160	2.863E-28	3.023E-01	.04650	.281	1835.48630	.48	-.008824													
1	3	7008.957080	5.611E-26	4.101E-01	.08660	.490	315.07850	.67	-.010100													
1	1	7008.986480	1.936E-25	6.106E-01	.04150	.281	2144.04590	.48	-.020560													
1	1	7009.023234	2.780E-27	4.348E-03	.02100	.250	1806.67000	.24	-.018956													
1	2	7009.060500	7.131E-25	4.426E-01	.07620	.400	379.29150	.67	-.012340													
1	1	7009.080676	4.775E-28	8.285E-01	.02090	.281	3216.19260	.48	-.017240													
1	1	7009.080680	1.432E-27	8.283E-01	.02090	.281	3216.19260	.48	-.017300													
1	1	7009.150264	1.538E-27	3.213E-04	.06910	.315	1340.88450	.51	-.016776													
1	3	7009.173672	1.751E-27	5.791E-02	.08880	.440	659.98670	.62	-.013160													
1	3	7009.184960	3.755E-28	6.286E-01	.06520	.281	1810.74000	.48	0.002500													
1	2	7009.196882	3.593E-29	7.488E-03	.02170	.281	1518.78760	.39	-.015932													
1	1	7009.205619	1.344E-29	6.899E-05	.02750	.315	2225.46880	.51	-.016960													
1	2	7009.222485	2.572E-28	5.898E-01	.07190	.350	1976.29700	.48	-.010420													
1	3	7009.316436	8.971E-28	2.382E-02	.08200	.363	840.86470	.61	-.009490													
1	2	7009.346038	1.813E-28	8.772E-01	.04230	.180	2129.89750	.48	-.024440													
1	1	7009.383159	9.983E-28	2.094E-01	.06570	.333	2919.63230	.57	-.006400													
1	1	7009.507200	8.714E-26	1.300E-01	.06440	.416	1724.70470	.59	-.024820													
1	1	7009.560854	6.300E-28	1.286E-03	.03080	.333	1789.04260	.56	-.013520													
1	2	7009.566727	3.956E-29	1.398E-01	.07720	.412	2117.00830	.69	-.010560													
1	1	7009.598867	1.900E-27	1.292E-03	.03220	.333	1789.04260	.56	-.014600													
1	1	7009.641000	1.432E-25	2.675E+00	.08050	.352	2392.59230	.61	-.005584													
1	1	7009.652008	5.881E-28	3.983E-01	.07150	.315	2983.32280	.56	-.029240													
1	1	7009.683442	1.080E-27	9.533E-01	.05100	.298	3058.39770	.51	-.017280													
1	1	7009.809079	1.848E-27	2.807E-01	.03800	.250	2748.09860	.24	-.012028													
1	2	7009.821588	1.725E-28	1.653E+00	.08680	.352	2453.05760	.57	-.010276													
1	2	7009.912487	1.255E-27	2.624E-01	.05440	.298	1709.54030	.51	-.016640													
1	1	7010.054183	3.227E-26	3.831E-01	.03870	.200	2433.79910	.39	-.015028													
